Latitude,Longitude,Zipcode,Borough,Neighbourhood,Month,Day,Ride Count
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,06,26,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,06,09,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,09,04,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,04,29,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,05,02,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,06,24,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,05,20,1
40.747,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,08,08,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,04,19,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,09,02,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,06,13,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,08,07,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,09,13,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,07,01,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,07,23,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,07,28,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,04,09,1
40.747,-73.985,10016,Manhattan,Gramercy Park and Murray Hill,06,27,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,09,27,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,08,31,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,05,16,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,04,25,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,08,19,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,09,27,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,07,11,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,08,03,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,09,29,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,09,05,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,09,24,1
40.747,-73.986,10001,Manhattan,Chelsea and Clinton,08,05,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,04,26,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,09,27,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,09,29,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,09,12,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,09,26,1
40.747,-73.987,10001,Manhattan,Chelsea and Clinton,04,14,1
40.747,-73.988,10001,Manhattan,Chelsea and Clinton,05,07,1
40.747,-73.988,10001,Manhattan,Chelsea and Clinton,07,29,1
40.747,-73.988,10001,Manhattan,Chelsea and Clinton,09,24,1
40.747,-73.988,10001,Manhattan,Chelsea and Clinton,08,19,1
40.747,-73.989,10001,Manhattan,Chelsea and Clinton,06,07,1
40.747,-73.989,10001,Manhattan,Chelsea and Clinton,08,04,1
40.747,-73.989,10001,Manhattan,Chelsea and Clinton,09,02,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,09,24,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,08,08,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,06,27,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,09,16,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,05,12,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,09,15,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,05,21,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,05,09,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,09,07,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,08,29,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,06,16,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,08,02,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,09,04,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,08,02,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,07,30,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,05,24,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,08,14,1
40.747,-73.99,10001,Manhattan,Chelsea and Clinton,07,25,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,05,29,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,06,25,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,07,07,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,05,23,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,09,05,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,09,10,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,09,25,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,04,04,1
40.747,-73.991,10001,Manhattan,Chelsea and Clinton,08,21,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,09,13,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,07,20,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,06,10,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,04,30,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,07,29,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,04,13,1
40.747,-73.992,10001,Manhattan,Chelsea and Clinton,05,20,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,09,22,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,09,30,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,07,12,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,04,18,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,07,09,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,05,14,1
40.747,-73.993,10001,Manhattan,Chelsea and Clinton,08,15,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,09,12,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,05,23,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,05,20,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,07,24,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,07,10,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,06,07,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,06,06,1
40.747,-73.994,10001,Manhattan,Chelsea and Clinton,09,17,1
40.747,-73.995,10001,Manhattan,Chelsea and Clinton,05,10,1
40.747,-73.996,10001,Manhattan,Chelsea and Clinton,09,08,1
40.747,-73.996,10001,Manhattan,Chelsea and Clinton,07,07,1
40.747,-73.996,10001,Manhattan,Chelsea and Clinton,06,13,1
40.747,-73.996,10001,Manhattan,Chelsea and Clinton,05,19,1
40.747,-73.996,10001,Manhattan,Chelsea and Clinton,08,22,1
40.747,-73.997,10001,Manhattan,Chelsea and Clinton,08,23,1
40.747,-73.997,10001,Manhattan,Chelsea and Clinton,09,05,1
40.747,-73.997,10001,Manhattan,Chelsea and Clinton,06,24,1
40.747,-73.997,10001,Manhattan,Chelsea and Clinton,04,11,1
40.747,-73.997,10001,Manhattan,Chelsea and Clinton,07,25,1
40.747,-73.998,10001,Manhattan,Chelsea and Clinton,07,25,1
40.747,-74.0,10001,Manhattan,Chelsea and Clinton,04,26,1
40.747,-74.001,10001,Manhattan,Chelsea and Clinton,07,26,1
40.747,-74.001,10001,Manhattan,Chelsea and Clinton,09,07,1
40.747,-74.001,10001,Manhattan,Chelsea and Clinton,05,15,1
40.747,-74.001,10001,Manhattan,Chelsea and Clinton,07,03,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,09,02,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,04,07,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,05,05,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,09,04,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,05,15,1
40.747,-74.002,10011,Manhattan,Chelsea and Clinton,04,11,1
40.747,-74.003,10011,Manhattan,Chelsea and Clinton,04,01,1
40.747,-74.003,10011,Manhattan,Chelsea and Clinton,08,06,1
40.747,-74.003,10011,Manhattan,Chelsea and Clinton,05,14,1
40.747,-74.004,10011,Manhattan,Chelsea and Clinton,08,05,1
40.747,-74.004,10011,Manhattan,Chelsea and Clinton,06,17,1
40.747,-74.005,10011,Manhattan,Chelsea and Clinton,08,20,1
40.747,-74.005,10011,Manhattan,Chelsea and Clinton,09,09,1
40.747,-74.005,10011,Manhattan,Chelsea and Clinton,07,15,1
40.747,-74.005,10011,Manhattan,Chelsea and Clinton,09,06,1
40.747,-74.006,10011,Manhattan,Chelsea and Clinton,06,28,1
40.747,-74.007,10011,Manhattan,Chelsea and Clinton,05,05,1
40.747,-74.007,10011,Manhattan,Chelsea and Clinton,09,07,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,04,02,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,06,17,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,09,25,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,09,16,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,06,10,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,08,02,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,04,18,1
40.747,-74.008,10011,Manhattan,Chelsea and Clinton,07,29,1
40.747,-74.009,10011,Manhattan,Chelsea and Clinton,05,11,1
40.747,-74.01,10011,Manhattan,Chelsea and Clinton,08,02,1
40.747,-74.01,10011,Manhattan,Chelsea and Clinton,06,12,1
40.748,-73.854,11368,Queens,West Queens,09,20,1
40.748,-73.939,11101,Queens,Long Island City and Astoria,09,25,1
40.748,-73.939,11101,Queens,Long Island City and Astoria,08,22,1
40.748,-73.939,11101,Queens,Long Island City and Astoria,05,28,1
40.748,-73.94,11101,Queens,Long Island City and Astoria,08,30,1
40.748,-73.94,11101,Queens,Long Island City and Astoria,08,08,1
40.748,-73.94,11101,Queens,Long Island City and Astoria,08,19,1
40.748,-73.941,11101,Queens,Long Island City and Astoria,09,06,1
40.748,-73.942,11101,Queens,Long Island City and Astoria,09,08,1
40.748,-73.943,11101,Queens,Long Island City and Astoria,08,23,1
40.748,-73.944,11101,Queens,Long Island City and Astoria,09,12,1
40.748,-73.945,11101,Queens,Long Island City and Astoria,04,28,1
40.748,-73.949,11101,Queens,Long Island City and Astoria,09,29,1
40.748,-73.971,10017,Manhattan,Gramercy Park and Murray Hill,08,16,1
40.748,-73.971,10017,Manhattan,Gramercy Park and Murray Hill,05,31,1
40.748,-73.971,10017,Manhattan,Gramercy Park and Murray Hill,09,02,1
40.748,-73.971,10017,Manhattan,Gramercy Park and Murray Hill,08,14,1
40.748,-73.971,10017,Manhattan,Gramercy Park and Murray Hill,09,26,1
40.748,-73.972,10017,Manhattan,Gramercy Park and Murray Hill,09,27,1
40.748,-73.972,10017,Manhattan,Gramercy Park and Murray Hill,05,11,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,07,31,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,08,03,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,09,27,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,09,15,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,07,31,1
40.748,-73.973,10016,Manhattan,Gramercy Park and Murray Hill,09,24,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,08,08,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,05,23,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,04,19,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,05,30,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,07,15,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,09,27,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,09,25,1
40.748,-73.974,10016,Manhattan,Gramercy Park and Murray Hill,08,03,1
40.748,-73.975,10016,Manhattan,Gramercy Park and Murray Hill,08,11,1
40.748,-73.975,10016,Manhattan,Gramercy Park and Murray Hill,06,28,1
40.748,-73.975,10016,Manhattan,Gramercy Park and Murray Hill,04,03,1
40.748,-73.975,10016,Manhattan,Gramercy Park and Murray Hill,04,07,1
40.748,-73.976,10016,Manhattan,Gramercy Park and Murray Hill,08,21,1
40.748,-73.976,10016,Manhattan,Gramercy Park and Murray Hill,07,29,1
40.748,-73.976,10016,Manhattan,Gramercy Park and Murray Hill,06,12,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,09,20,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,05,06,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,07,26,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,09,04,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,08,10,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,04,05,1
40.748,-73.977,10016,Manhattan,Gramercy Park and Murray Hill,04,23,1
40.748,-73.978,10016,Manhattan,Gramercy Park and Murray Hill,06,13,1
40.748,-73.978,10016,Manhattan,Gramercy Park and Murray Hill,06,26,1
40.748,-73.978,10016,Manhattan,Gramercy Park and Murray Hill,05,23,1
40.748,-73.978,10016,Manhattan,Gramercy Park and Murray Hill,05,28,1
40.748,-73.978,10016,Manhattan,Gramercy Park and Murray Hill,08,09,1
40.748,-73.979,10016,Manhattan,Gramercy Park and Murray Hill,09,20,1
40.748,-73.979,10016,Manhattan,Gramercy Park and Murray Hill,09,22,1
40.748,-73.979,10016,Manhattan,Gramercy Park and Murray Hill,05,30,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,08,12,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,07,15,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,06,20,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,04,15,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,08,19,1
40.748,-73.98,10016,Manhattan,Gramercy Park and Murray Hill,05,13,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,07,29,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,07,10,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,04,22,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,07,11,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,04,25,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,08,19,1
40.748,-73.981,10016,Manhattan,Gramercy Park and Murray Hill,04,05,1
40.748,-73.982,10016,Manhattan,Gramercy Park and Murray Hill,04,26,1
40.748,-73.982,10016,Manhattan,Gramercy Park and Murray Hill,06,24,1
40.748,-73.982,10016,Manhattan,Gramercy Park and Murray Hill,04,14,1
40.748,-73.982,10016,Manhattan,Gramercy Park and Murray Hill,07,17,1
40.748,-73.982,10016,Manhattan,Gramercy Park and Murray Hill,08,18,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,09,18,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,08,13,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,04,11,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,06,25,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,06,13,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,09,30,1
40.748,-73.983,10016,Manhattan,Gramercy Park and Murray Hill,07,11,1
40.748,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,07,08,1
40.748,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,07,20,1
40.748,-73.984,10016,Manhattan,Gramercy Park and Murray Hill,07,01,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,06,14,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,08,13,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,06,13,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,07,02,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,07,14,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,07,30,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,04,02,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,08,29,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,08,04,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,09,15,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,06,05,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,09,01,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,06,26,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,09,16,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,06,26,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,09,26,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,07,30,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,09,27,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,04,07,1
40.748,-73.985,10001,Manhattan,Chelsea and Clinton,07,27,1
40.748,-73.986,10001,Manhattan,Chelsea and Clinton,07,28,1
40.748,-73.986,10001,Manhattan,Chelsea and Clinton,09,21,1
40.748,-73.986,10001,Manhattan,Chelsea and Clinton,08,14,1
40.748,-73.986,10001,Manhattan,Chelsea and Clinton,04,06,1
40.748,-73.986,10001,Manhattan,Chelsea and Clinton,09,18,1
40.748,-73.987,10001,Manhattan,Chelsea and Clinton,04,08,1
40.748,-73.987,10001,Manhattan,Chelsea and Clinton,05,03,1
40.748,-73.987,10001,Manhattan,Chelsea and Clinton,07,10,1
40.748,-73.987,10001,Manhattan,Chelsea and Clinton,07,20,1
40.748,-73.987,10001,Manhattan,Chelsea and Clinton,07,20,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,06,19,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,05,01,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,05,15,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,06,25,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,05,19,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,09,03,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,09,26,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,06,20,1
40.748,-73.988,10001,Manhattan,Chelsea and Clinton,07,02,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,07,04,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,07,25,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,05,21,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,06,09,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,05,31,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,06,13,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,07,29,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,04,04,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,05,09,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,05,10,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,08,25,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,08,06,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,09,05,1
40.748,-73.989,10001,Manhattan,Chelsea and Clinton,09,08,1
40.748,-73.99,10001,Manhattan,Chelsea and Clinton,09,24,1
40.748,-73.99,10001,Manhattan,Chelsea and Clinton,08,03,1
40.748,-73.99,10001,Manhattan,Chelsea and Clinton,04,30,1
40.748,-73.99,10001,Manhattan,Chelsea and Clinton,07,28,1
40.748,-73.99,10001,Manhattan,Chelsea and Clinton,05,20,1
40.748,-73.991,10001,Manhattan,Chelsea and Clinton,07,11,1
40.748,-73.991,10001,Manhattan,Chelsea and Clinton,09,25,1
40.748,-73.991,10001,Manhattan,Chelsea and Clinton,09,29,1
40.748,-73.991,10001,Manhattan,Chelsea and Clinton,09,20,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,09,10,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,07,15,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,09,06,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,07,27,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,09,14,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,09,17,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,07,16,1
40.748,-73.992,10001,Manhattan,Chelsea and Clinton,09,02,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,08,03,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,08,08,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,08,15,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,07,31,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,04,10,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,06,02,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,08,20,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,06,24,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,08,03,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,04,25,1
40.748,-73.993,10001,Manhattan,Chelsea and Clinton,09,06,1
40.748,-73.994,10001,Manhattan,Chelsea and Clinton,07,23,1
40.748,-73.994,10001,Manhattan,Chelsea and Clinton,05,19,1
40.748,-73.994,10001,Manhattan,Chelsea and Clinton,04,17,1
40.748,-73.994,10001,Manhattan,Chelsea and Clinton,09,04,1
40.748,-73.995,10001,Manhattan,Chelsea and Clinton,04,07,1
40.748,-73.996,10001,Manhattan,Chelsea and Clinton,08,03,1
40.748,-73.996,10001,Manhattan,Chelsea and Clinton,06,03,1
40.748,-73.996,10001,Manhattan,Chelsea and Clinton,08,23,1
40.748,-73.997,10001,Manhattan,Chelsea and Clinton,04,26,1
40.748,-73.997,10001,Manhattan,Chelsea and Clinton,07,27,1
40.748,-74.0,10001,Manhattan,Chelsea and Clinton,08,10,1
40.748,-74.0,10001,Manhattan,Chelsea and Clinton,07,03,1
40.748,-74.0,10001,Manhattan,Chelsea and Clinton,05,19,1
40.748,-74.0,10001,Manhattan,Chelsea and Clinton,09,08,1
40.748,-74.001,10001,Manhattan,Chelsea and Clinton,08,24,1
40.748,-74.001,10001,Manhattan,Chelsea and Clinton,09,24,1
40.748,-74.001,10001,Manhattan,Chelsea and Clinton,04,23,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,09,13,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,06,05,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,09,08,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,07,24,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,04,16,1
40.748,-74.002,10011,Manhattan,Chelsea and Clinton,09,16,1
40.748,-74.003,10011,Manhattan,Chelsea and Clinton,04,04,1
40.748,-74.003,10011,Manhattan,Chelsea and Clinton,08,02,1
40.748,-74.003,10011,Manhattan,Chelsea and Clinton,09,18,1
40.748,-74.003,10011,Manhattan,Chelsea and Clinton,04,08,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,09,16,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,09,15,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,08,01,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,08,04,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,09,19,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,05,29,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,08,15,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,05,19,1
40.748,-74.004,10011,Manhattan,Chelsea and Clinton,06,19,1
